,Dominant_Topic,Perc_Contribution,Topic_Keywords,text_pre,text,userid,textID
10,7.0,0.9096999764442444,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",/I don't care what you say. I don't care what you see. All I know's that inside there is space to bleed,"['space', 'bleed', 'care', 'say', 'care', 'see', 'insid']",01530624766b3be63c7709c6581c335d,901
11,0.0,0.8525999784469604,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","Something in me's churning, burning, turning. There and always yearning.","['churn', 'burn', 'turn', 'yearn']",01530624766b3be63c7709c6581c335d,902
12,12.0,0.8783000111579895,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",I hate how when I close my eyes I hope I dream of you.,"['eye', 'hate', 'hope', 'dream', 'close']",01530624766b3be63c7709c6581c335d,923
13,0.0,0.9404000043869019,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/You're so hypnotizing. Could you be the Devil? Could you be an angel? Your touch magnetizing. Feels like I am floating. Leaves my body glowing. They say,"['magnet', 'leav', 'bodi', 'hypnot', 'devil', 'angel', 'touch', 'feel', 'float', 'glow', 'say']",01530624766b3be63c7709c6581c335d,943
14,14.0,0.8133000135421753,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",/I'll reach out if only you touch back. When I push you,"['touch', 'push', 'reach']",01530624766b3be63c7709c6581c335d,947
15,0.0,0.9096999764442444,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","/I remember years ago someone told me I should take caution when it comes to love. I did./""""","['year', 'caution', 'love', 'rememb', 'told', 'take', 'come']",01530624766b3be63c7709c6581c335d,966
16,0.0,0.9200000166893005,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","I know you want me baby. I think I want you too. /I think I love you baby./""  I think I love you too.""","['babi', 'love', 'love', 'want', 'think', 'want', 'think', 'think']",01530624766b3be63c7709c6581c335d,973
17,14.0,0.8525999784469604,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",I'm starting to think that maybe things are all okay.,"['thing', 'start', 'think', 'okay']",01530624766b3be63c7709c6581c335d,975
18,12.0,0.7337999939918518,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",/Don't you know? So many things they come and go. Like your words that once rang true,"['thing', 'word', 'know', 'come', 'go', 'rang', 'mani', 'true']",01530624766b3be63c7709c6581c335d,998
19,5.0,0.9096999764442444,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",I really want to know if I am on your mind as much as you are on mine. I hope that it's not one of those things that I'll never know.,"['mind', 'thing', 'want', 'know', 'hope', 'know', 'much']",01530624766b3be63c7709c6581c335d,1002
20,7.0,0.8783000111579895,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","Waiting for the day we meet again. We will meet again, right?","['day', 'wait', 'meet', 'meet', 'right']",01530624766b3be63c7709c6581c335d,1013
21,7.0,0.9096999764442444,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",Don't break me cuz I'm already cracked and bleeding from the memories of my past. Is it too much to ask?,"['memori', 'break', 'crack', 'bleed', 'ask', 'past', 'much']",01530624766b3be63c7709c6581c335d,1060
22,0.0,0.9404000043869019,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/You traded in your wings for everything freedom brings. You never left me. You never let me see what this feeling means. Everything that you feel is everything that I feel,"['wing', 'freedom', 'feel', 'mean', 'trade', 'bring', 'left', 'let', 'see', 'feel', 'feel']",01530624766b3be63c7709c6581c335d,1079
23,12.0,0.8133000135421753,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",/I'll be coming home just to be alone cuz I know you're not there,"['come', 'know', 'alon']",01530624766b3be63c7709c6581c335d,1081
24,12.0,0.8133000135421753,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",Who's going to be there when I fall apart? cuz the only one I have ever trusted was you.,"['go', 'fall', 'trust']",01530624766b3be63c7709c6581c335d,1110
25,11.0,0.9096999764442444,"take_L, care_H, unawar_L, play_H, know_L, game_H, thing_L, way_H, work_H, come_L","/She keeps her distance and sits on fences. Puts up resistance and builds defenses./""""","['distanc', 'fenc', 'resist', 'keep', 'sit', 'put', 'build']",01530624766b3be63c7709c6581c335d,1127
26,10.0,0.8783000111579895,"take_L, say_H, night_H, beauti_H, day_H, death_H, escap_H, come_L, life_H, world_H","/Too late for the other side. Caught in a chase 25 to life./""""","['side', 'chase', 'life./', 'caught', 'late']",01530624766b3be63c7709c6581c335d,1141
27,12.0,0.8133000135421753,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",For so long now I've been wanting to let it all go.,"['want', 'let', 'go']",01530624766b3be63c7709c6581c335d,1151
28,2.0,0.8783000111579895,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L",/You're just another pretty face in a room full of whores. (No,"['face', 'room', 'whore', 'pretti', 'full']",01530624766b3be63c7709c6581c335d,1168
29,2.0,0.8525999784469604,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L",/I've spent the night dancing. I'm drunk,"['night', 'danc', 'spent', 'drunk']",01530624766b3be63c7709c6581c335d,1171
30,13.0,0.8133000135421753,"percent_H, watch_H, hand_H, lie_H, gayaa_H, sure_L, head_H, life_H, power_H, rememb_H",/I sit alone and watch the clock,"['clock', 'sit', 'watch']",01530624766b3be63c7709c6581c335d,1226
31,9.0,0.9282000064849854,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H",/The drinking bone's connected to the party bone. The party bone's connected to the staying out all night long,"['bone', 'parti', 'bone', 'bone', 'stay', 'night', 'drink', 'connect', 'connect']",01530624766b3be63c7709c6581c335d,1229
32,7.0,0.7455000281333923,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",/l'll be with you girl. Like being low. Hey,"['girl', 'low']",01530624766b3be63c7709c6581c335d,1231
33,5.0,0.7455000281333923,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",/How you turned my world,"['world', 'turn']",01530624766b3be63c7709c6581c335d,1232
34,7.0,0.9524999856948853,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",/I feel angry. I feel helpless. Want to change the world. I feel violent. I feel alone. Don't try to change my mind,"['chang', 'world', 'mind', 'feel', 'feel', 'want', 'feel', 'feel', 'tri', 'chang', 'angri', 'helpless', 'violent', 'alon']",01530624766b3be63c7709c6581c335d,1235
35,0.0,0.8133000135421753,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/We won't stop until somebody calls the cops,"['cop', 'stop', 'call']",01530624766b3be63c7709c6581c335d,1236
36,8.0,0.9581999778747559,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","I don't need an education; I learned all **bobsnewline**  I need from you. They've got me on some medication... My **bobsnewline**  point of balance was askew. It keeps my temperature from  **bobsnewline** rising. My blood is pumping through my veins. Somebody  **bobsnewline** get me out of here, I'm tearing at myself. Nobody gives a **bobsnewline**  damn about me or anybody else.","['educ', 'medic', 'point', 'balanc', 'temperatur', 'blood', 'vein', 'need', 'learn', 'need', 'got', 'keep', 'rise', 'pump', 'tear', 'give']",03b6072a243347cf634eee1018be408d,1639
37,5.0,0.9524999856948853,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","They had painted her face like a man's mistake... Like a mental state, gangbanging. A sad return to the eagle-shaped mirror... I'm the kind of mannequin that cheats and opens its eyes... to the ladies of the spread.","['face', 'man', 'mistak', 'state', 'return', 'eye', 'ladi', 'paint', 'gangbang', 'shape', 'open', 'spread', 'mental', 'sad']",03b6072a243347cf634eee1018be408d,1653
38,7.0,0.8525999784469604,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",The surrealists were just nihilists with good imaginations.,"['surrealist', 'nihilist', 'imagin', 'good']",03b6072a243347cf634eee1018be408d,1675
39,3.0,0.5669999718666077,"love_L, see_L, know_L, make_L, feel_L, let_L, time_L, go_L, got_L, way_L",...Arms entwined in a final pose... Narrative drawing to a close... Still remain the things we couldn't kill... In your eyes I can see it still... How we choose the framing of the scene... Hate begins to spill across the screen... Blinding light illuminates the scene... Try to fill The Spaces in Between...,"['arm', 'pose', 'draw', 'thing', 'eye', 'scene', 'hate', 'spill', 'screen', 'illumin', 'scene', 'space', 'entwin', 'remain', 'kill', 'see', 'choos', 'frame', 'begin', 'blind', 'tri', 'fill', 'final', 'narr', 'light']",03b6072a243347cf634eee1018be408d,1700
40,8.0,0.6754999756813049,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","/Don't treat me like a tourist. Let's stay high on a negative wave and paint it black just like the good times. Don't treat me like a tourist. Let's stay high... They break our hearts like its our birthdays... Soak us in animal blood./"" KB writes lyrics that make me die. ^w^""","['tourist', 'wave', 'paint', 'black', 'time', 'tourist', 'heart', 'birthday', 'anim', 'lyric', 'treat', 'let', 'stay', 'treat', 'let', 'stay', 'break', 'soak', 'write', 'make', 'die', 'high', 'neg', 'good', 'high']",03b6072a243347cf634eee1018be408d,1724
41,7.0,0.9646000266075134,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","What can you do when your good is not good enough, when all that you touch tumbles down? Because my best intentions keep making a mess of things; I just want to fix it somehow. But how many it times will it take, oh how many it times will it take for me to get. it. RIGHT....?","['touch', 'tumbl', 'intent', 'mess', 'thing', 'fix', 'time', 'time', 'get', 'keep', 'make', 'want', 'take', 'take', 'good', 'good', 'best', 'mani', 'mani']",04be1d6fa64adb60a3d2847f4f905ec1,2663
42,12.0,0.8963000178337097,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Can I start again, with my faith shaken? Because I can't go back and undo this.","['faith', 'start', 'shaken', 'can', 'go', 'undo']",04be1d6fa64adb60a3d2847f4f905ec1,2685
43,0.0,0.06669999659061432,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",ICH LIEBE RAMMSTEIN,[],04be1d6fa64adb60a3d2847f4f905ec1,2792
44,4.0,0.8133000135421753,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",/Do I trust some and get fooled by phoniness,"['phoni', 'get', 'fool']",054e5fd22c26a92926a61c261c99054c,3165
45,7.0,0.6000000238418579,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",/Just because I'm losing,['lose'],054e5fd22c26a92926a61c261c99054c,3177
46,0.0,0.7455000281333923,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/You're the only thing I love,"['thing', 'love']",054e5fd22c26a92926a61c261c99054c,3194
47,14.0,0.8133000135421753,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",/I'll leave when the wind blows,"['wind', 'blow', 'leav']",054e5fd22c26a92926a61c261c99054c,3200
48,1.0,0.3912999927997589,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H",/I won't say I'm sorry,"['say', 'sorri']",054e5fd22c26a92926a61c261c99054c,3207
49,0.0,0.7455000281333923,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/You're the only thing I'm sure of,"['thing', 'sure']",054e5fd22c26a92926a61c261c99054c,3209
50,5.0,0.9096999764442444,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","/Like Saturn's rings **bobsnewline** An icy loop around me **bobsnewline** Too hard to hold... **bobsnewline** And it's beginning to get to me **bobsnewline** That I know more of the stars and sea **bobsnewline** Than I do of what's in your head/"" **bobsnewline** -Snow Patrol""","['ring', 'hold', 'star', 'sea', 'patrol', 'begin', 'hard']",054e5fd22c26a92926a61c261c99054c,3346
51,12.0,0.6000000238418579,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",/...I can't do this all on my own,['can'],054e5fd22c26a92926a61c261c99054c,3355
52,10.0,0.9200000166893005,"take_L, say_H, night_H, beauti_H, day_H, death_H, escap_H, come_L, life_H, world_H","I'm gonna give you some terrible thrills, like a: Science Fiction Double Feature","['thrill', 'scienc', 'fiction', 'featur', 'gon', 'give', 'terribl', 'doubl']",0765c56b2da0e50568488dbbbe93751b,4575
53,5.0,0.7455000281333923,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",And the eyes in his head//See the world spinning round...,"['world', 'spin']",0765c56b2da0e50568488dbbbe93751b,4579
54,5.0,0.8525999784469604,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",My fingertips are holding onto **bobsnewline** The cracks in our foundation,"['fingertip', 'crack', 'foundat', 'hold']",0765c56b2da0e50568488dbbbe93751b,4590
55,6.0,0.6165000200271606,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H","One sound can hold back a thousand hands, when the pipe plays a tune forlorn, and the thistle is a prickly flower, aye, but how it's sweetly worn...","['sound', 'hand', 'pipe', 'flower', 'hold', 'play', 'worn']",0765c56b2da0e50568488dbbbe93751b,4603
56,5.0,0.6000000238418579,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",Yes he's leavin... leavin on the midnight train to Georgia,['midnight'],0765c56b2da0e50568488dbbbe93751b,4621
57,5.0,0.7455000281333923,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","And please don't tell me... Perhaps, Perhaps, Perrrrhaps....","['perrrrhap', 'tell']",0765c56b2da0e50568488dbbbe93751b,4636
58,9.0,0.9096999764442444,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H","She with all the female guile led him helpless down the aisle, she had finally made a Conquest.","['guil', 'aisl', 'conquest', 'led', 'made', 'femal', 'helpless']",0765c56b2da0e50568488dbbbe93751b,4638
59,9.0,0.9200000166893005,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H",Twenty-five wives in the lake tonight **bobsnewline** Raw bark in the water of the marble shrine,"['wive', 'tonight', 'bark', 'water', 'marbl', 'shrine', 'lake', 'raw']",0765c56b2da0e50568488dbbbe93751b,4642
60,4.0,0.8963000178337097,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Walkin on down to the buryin ground, it's a very old dance with a merry old sound.","['ground', 'danc', 'merri', 'sound', 'old', 'old']",0765c56b2da0e50568488dbbbe93751b,4648
61,2.0,0.6000000238418579,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L",Psycho Killer - Qu'est que c'est - Fa fa fa FA fa fa fa fa FA fa far better,['que'],0765c56b2da0e50568488dbbbe93751b,4654
62,0.0,0.8525999784469604,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Give in to what you cannot fight; Walk Among Us...,"['give', 'can', 'fight', 'walk']",0765c56b2da0e50568488dbbbe93751b,4692
63,2.0,0.8783000111579895,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L","You said, i must eat so many lemons, cuz i am so bitter...","['lemon', 'said', 'eat', 'mani', 'bitter']",0765c56b2da0e50568488dbbbe93751b,4697
64,12.0,0.8963000178337097,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",/If you should go skating on the thin ice of modern life,"['ice', 'life', 'go', 'skate', 'thin', 'modern']",0765c56b2da0e50568488dbbbe93751b,4721
65,12.0,0.7455000281333923,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Hi ho, hi ho, it's off to work me go.","['work', 'go']",0765c56b2da0e50568488dbbbe93751b,4726
66,1.0,0.6000000238418579,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H",Never a Doubt,['doubt'],077243dfd4750094bde7eb01e5cfcb42,4746
67,8.0,0.9581999778747559,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","3, 6, 9, the goose drank wine the monkey chewed tobacco on the streetcar line the line broke the monkey got choked they all went to heaven in a little row boat","['goos', 'wine', 'monkey', 'tobacco', 'line', 'line', 'monkey', 'row', 'boat', 'drank', 'chew', 'broke', 'got', 'choke', 'went', 'littl']",077243dfd4750094bde7eb01e5cfcb42,4751
68,7.0,0.7365000247955322,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","I know she loves the sunrise, No longer sees it with her sleeping eyes, And I know that when she said she's gonna try, Well it might not work because of other ties and **bobsnewline**  **bobsnewline** I know she usually has some other ties, And I wouldn't want to break 'em, nah, I wouldn't want to break 'em, Maybe she'll help me to untie this but **bobsnewline**  **bobsnewline** Until then well, I'm gonna have to lie to you","['eye', 'tie', 'tie', 'love', 'sunris', 'see', 'sleep', 'know', 'said', 'gon', 'tri', 'work', 'know', 'want', 'break', 'want', 'break', 'help', 'unti', 'gon', 'lie']",077243dfd4750094bde7eb01e5cfcb42,4787
69,5.0,0.9771999716758728,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",So you think you can tell Heaven from  **bobsnewline** Hell **bobsnewline** blue skies from pain **bobsnewline** Can you tell a green field from a cold steel rail? **bobsnewline** A smile from a veil? **bobsnewline** Do you think you can tell? **bobsnewline** And did they get you to trade your heroes for ghosts?  **bobsnewline** Hot ashes for trees? **bobsnewline** Hot air for a cool breeze? **bobsnewline** Cold comfort for change? **bobsnewline** And did you exchange a walk on part in the war for a lead role in a  **bobsnewline** cage?,"['pain', 'field', 'steel', 'rail', 'trade', 'hero', 'ghost', 'ash', 'tree', 'air', 'breez', 'comfort', 'chang', 'exchang', 'role', 'cage', 'think', 'tell', 'tell', 'smile', 'think', 'tell', 'walk', 'lead', 'green', 'cold', 'hot', 'hot', 'cool', 'cold']",077243dfd4750094bde7eb01e5cfcb42,4794
70,5.0,0.9678000211715698,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","Slam slam, oh hot damn What part of party don't you understand, Wish you'd just freak out...(freak out already). Can't stop, coming in hot, I should be locked up right on the spot...It's so on right now (so fuckin on right now) **bobsnewline** Party Crasher, Penny Snatcher, Call me up if you want gangsta Don't be fancy, just get dancey...Why so serious?","['part', 'parti', 'spot', 'penni', 'want', 'understand', 'wish', 'freak', 'can', 'stop', 'come', 'lock', 'call', 'fanci', 'dancey', 'hot', 'damn', 'hot', 'right', 'right', 'seriou']",07da88e13509940f3116716552d6a32c,5009
71,12.0,0.7455000281333923,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",tomorrow sould be better??? who knows,"['tomorrow', 'know']",08074f06d6882e73b4db242b38be237a,5241
72,5.0,0.8963000178337097,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",waiting and thinking all day long oh my at least tomorrow will be more fun,"['day', 'tomorrow', 'fun', 'wait', 'think', 'least']",08074f06d6882e73b4db242b38be237a,5243
73,4.0,0.8783000111579895,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Hey everyone you just lost the... OK this is just getting old, but I'm pretty sure you all lost any way.","['way', 'lost', 'get', 'old', 'lost']",088bf0ed841bcc366475b3975eb1b9d2,5581
74,12.0,0.5813999772071838,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",Life is so much easier now.....i need to find somewhere to live besides T-town its slowly dragging me down day by day.,"['life', 'find', 't', 'town', 'day', 'day', 'need', 'drag', 'easier', 'live']",0ab7efcd582b43d58c1fec65058efa72,6153
75,7.0,0.8133000135421753,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",Oh how I want to build a snowman. But he says we have no boots : (,"['boot', 'want', 'say']",0ab7efcd582b43d58c1fec65058efa72,6167
76,10.0,0.5950000286102295,"take_L, say_H, night_H, beauti_H, day_H, death_H, escap_H, come_L, life_H, world_H",I cant belive where my life has taken me I would of never guessed it.All I can say is that I am trully blessed!,"['life', 'ca', 'beliv', 'taken', 'guess', 'say', 'bless']",0ab7efcd582b43d58c1fec65058efa72,6298
77,12.0,0.9282000064849854,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",your never to old to have your head on your mommas shoulder with tears in your eyes. Dont know what i do with out her. Hope i can be as good as a mom.,"['head', 'shoulder', 'eye', 'mom', 'tear', 'know', 'hope', 'old', 'good']",0ab7efcd582b43d58c1fec65058efa72,6320
78,5.0,0.9096999764442444,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",found the perfect house hope they take us cross your fingers everyone!,"['hous', 'hope', 'cross', 'finger', 'found', 'take', 'perfect']",0ab7efcd582b43d58c1fec65058efa72,6332
79,12.0,0.8783000111579895,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",this baby never sits still when it rains some day we will be dancing in it together!,"['babi', 'day', 'sit', 'rain', 'danc']",0ab7efcd582b43d58c1fec65058efa72,6379
80,1.0,0.8525999784469604,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H",Hit me up tomorow I'll be baby free...,"['tomorow', 'hit', 'babi', 'free']",0ab7efcd582b43d58c1fec65058efa72,6454
81,7.0,0.7455000281333923,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","We must see if she is morally, ethically, spiritually, physically, undeniably and reliably dead!","['see', 'dead']",0b12516100c16f779b152858619786ff,6692
82,12.0,0.8525999784469604,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",For a few minutes you made me feel as though I actually meant something to someone.,"['minut', 'made', 'feel', 'meant']",0b12516100c16f779b152858619786ff,6706
83,13.0,0.8525999784469604,"percent_H, watch_H, hand_H, lie_H, gayaa_H, sure_L, head_H, life_H, power_H, rememb_H","Hang my head... Drown my fear, 'til you all just disappear.","['head', 'drown', 'fear', 'disappear']",0b12516100c16f779b152858619786ff,6778
84,0.0,0.6039999723434448,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","I'm in love with somebody...Found someone who completes me...I'm in love with somebody , and it's not you.","['love', 'found', 'complet', 'love']",0b12516100c16f779b152858619786ff,6807
85,5.0,0.8963000178337097,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","What in the world you thinking of? Laughing in the face of love... What on earth you tryin' to do? It's up to you... yeah, you.","['world', 'think', 'face', 'love', 'earth', 'laugh']",0b12516100c16f779b152858619786ff,6824
