cos_lg1,cos_lg2,cos_lg3,cos_en,train_report,test_report,time,count1,count2
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.995951   0.528302  0.913333    0.762127      0.950745
recall       0.907749   0.965517  0.913333    0.936633      0.913333
f1-score     0.949807   0.682927  0.913333    0.816367      0.924009
support    271.000000  29.000000  0.913333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976562   0.523810  0.912752    0.750186      0.934022
recall       0.925926   0.785714  0.912752    0.855820      0.912752
f1-score     0.950570   0.628571  0.912752    0.789571      0.920315
support    135.000000  14.000000  0.912752  149.000000    149.000000",2020-03-20 11:47:35.932527,1,4
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988142   0.553191      0.92    0.770667      0.946097
recall       0.922509   0.896552      0.92    0.909530      0.920000
f1-score     0.954198   0.684211      0.92    0.819204      0.928100
support    271.000000  29.000000      0.92  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 11:49:25.267154,2,1
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988417   0.634146      0.94    0.811282      0.954171
recall       0.944649   0.896552      0.94    0.920601      0.940000
f1-score     0.966038   0.742857      0.94    0.854447      0.944464
support    271.000000  29.000000      0.94  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 11:51:13.773025,2,2
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988506   0.666667  0.946667    0.827586      0.957395
recall       0.952030   0.896552  0.946667    0.924291      0.946667
f1-score     0.969925   0.764706  0.946667    0.867315      0.950087
support    271.000000  29.000000  0.946667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 11:53:03.634147,2,3
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.984906   0.714286  0.953333    0.849596      0.958746
recall       0.963100   0.862069  0.953333    0.912584      0.953333
f1-score     0.973881   0.781250  0.953333    0.877565      0.955260
support    271.000000  29.000000  0.953333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977941   0.846154  0.966443    0.912048      0.965558
recall       0.985185   0.785714  0.966443    0.885450      0.966443
f1-score     0.981550   0.814815  0.966443    0.898182      0.965883
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 11:54:54.007704,2,4
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.980620   0.571429  0.923333    0.776024      0.941065
recall       0.933579   0.827586  0.923333    0.880583      0.923333
f1-score     0.956522   0.676056  0.923333    0.816289      0.929410
support    271.000000  29.000000  0.923333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 11:56:45.259184,3,1
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981061   0.666667  0.943333    0.823864      0.950669
recall       0.955720   0.827586  0.943333    0.891653      0.943333
f1-score     0.968224   0.738462  0.943333    0.853343      0.946014
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 11:58:36.457293,3,2
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981203   0.705882      0.95    0.843543      0.954589
recall       0.963100   0.827586      0.95    0.895343      0.950000
f1-score     0.972067   0.761905      0.95    0.866986      0.951751
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:00:27.620529,3,3
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.766667  0.956667    0.872222      0.957370
recall       0.974170   0.793103  0.956667    0.883637      0.956667
f1-score     0.975970   0.779661  0.956667    0.877816      0.956994
support    271.000000  29.000000  0.956667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.909091  0.966443    0.940053      0.965196
recall       0.992593   0.714286  0.966443    0.853439      0.966443
f1-score     0.981685   0.800000  0.966443    0.890842      0.964614
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 12:02:16.053442,3,4
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.965909   0.555556  0.916667    0.760732      0.926242
recall       0.940959   0.689655  0.916667    0.815307      0.916667
f1-score     0.953271   0.615385  0.916667    0.784328      0.920609
support    271.000000  29.000000  0.916667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:04:06.731187,4,1
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966667   0.666667  0.936667    0.816667      0.937667
recall       0.963100   0.689655  0.936667    0.826377      0.936667
f1-score     0.964880   0.677966  0.936667    0.821423      0.937145
support    271.000000  29.000000  0.936667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:05:58.300497,4,2
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966912   0.714286  0.943333    0.840599      0.942491
recall       0.970480   0.689655  0.943333    0.830067      0.943333
f1-score     0.968692   0.701754  0.943333    0.835223      0.942888
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:07:49.515611,4,3
0.998,0.975,0.85,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.963768   0.791667      0.95    0.877717      0.947132
recall       0.981550   0.655172      0.95    0.818361      0.950000
f1-score     0.972578   0.716981      0.95    0.844779      0.947870
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964286   1.000000  0.966443    0.982143      0.967641
recall       1.000000   0.642857  0.966443    0.821429      0.966443
f1-score     0.981818   0.782609  0.966443    0.882213      0.963101
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 12:09:39.249991,4,4
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.397260  0.853333    0.698630      0.941735
recall       0.837638   1.000000  0.853333    0.918819      0.853333
f1-score     0.911647   0.568627  0.853333    0.740137      0.878488
support    271.000000  29.000000  0.853333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.975806   0.440000  0.885906    0.707903      0.925462
recall       0.896296   0.785714  0.885906    0.841005      0.885906
f1-score     0.934363   0.564103  0.885906    0.749233      0.899573
support    135.000000  14.000000  0.885906  149.000000    149.000000",2020-03-20 12:11:31.743620,1,1
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.420290  0.866667    0.710145      0.943961
recall       0.852399   1.000000  0.866667    0.926199      0.866667
f1-score     0.920319   0.591837  0.866667    0.756078      0.888565
support    271.000000  29.000000  0.866667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.975806   0.440000  0.885906    0.707903      0.925462
recall       0.896296   0.785714  0.885906    0.841005      0.885906
f1-score     0.934363   0.564103  0.885906    0.749233      0.899573
support    135.000000  14.000000  0.885906  149.000000    149.000000",2020-03-20 12:13:23.274726,1,2
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.432836  0.873333    0.716418      0.945174
recall       0.859779   1.000000  0.873333    0.929889      0.873333
f1-score     0.924603   0.604167  0.873333    0.764385      0.893628
support    271.000000  29.000000  0.873333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.975806   0.440000  0.885906    0.707903      0.925462
recall       0.896296   0.785714  0.885906    0.841005      0.885906
f1-score     0.934363   0.564103  0.885906    0.749233      0.899573
support    135.000000  14.000000  0.885906  149.000000    149.000000",2020-03-20 12:15:16.411492,1,3
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.995745   0.430769  0.873333    0.713257      0.941130
recall       0.863469   0.965517  0.873333    0.914493      0.873333
f1-score     0.924901   0.595745  0.873333    0.760323      0.893083
support    271.000000  29.000000  0.873333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976000   0.458333  0.892617    0.717167      0.927360
recall       0.903704   0.785714  0.892617    0.844709      0.892617
f1-score     0.938462   0.578947  0.892617    0.758704      0.904682
support    135.000000  14.000000  0.892617  149.000000    149.000000",2020-03-20 12:17:10.052134,1,4
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988142   0.553191      0.92    0.770667      0.946097
recall       0.922509   0.896552      0.92    0.909530      0.920000
f1-score     0.954198   0.684211      0.92    0.819204      0.928100
support    271.000000  29.000000      0.92  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:19:01.305202,2,1
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988327   0.604651  0.933333    0.796489      0.951238
recall       0.937269   0.896552  0.933333    0.916911      0.933333
f1-score     0.962121   0.722222  0.933333    0.842172      0.938931
support    271.000000  29.000000  0.933333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:20:51.230855,2,2
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988417   0.634146      0.94    0.811282      0.954171
recall       0.944649   0.896552      0.94    0.920601      0.940000
f1-score     0.966038   0.742857      0.94    0.854447      0.944464
support    271.000000  29.000000      0.94  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:22:42.599041,2,3
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.984674   0.641026      0.94    0.812850      0.951455
recall       0.948339   0.862069      0.94    0.905204      0.940000
f1-score     0.966165   0.735294      0.94    0.850730      0.943848
support    271.000000  29.000000      0.94  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977941   0.846154  0.966443    0.912048      0.965558
recall       0.985185   0.785714  0.966443    0.885450      0.966443
f1-score     0.981550   0.814815  0.966443    0.898182      0.965883
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 12:24:31.487419,2,4
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.980769   0.600000      0.93    0.790385      0.943962
recall       0.940959   0.827586      0.93    0.884273      0.930000
f1-score     0.960452   0.695652      0.93    0.828052      0.934855
support    271.000000  29.000000      0.93  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:26:21.207361,3,1
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981061   0.666667  0.943333    0.823864      0.950669
recall       0.955720   0.827586  0.943333    0.891653      0.943333
f1-score     0.968224   0.738462  0.943333    0.853343      0.946014
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:28:11.717531,3,2
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981203   0.705882      0.95    0.843543      0.954589
recall       0.963100   0.827586      0.95    0.895343      0.950000
f1-score     0.972067   0.761905      0.95    0.866986      0.951751
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:30:04.921261,3,3
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977612   0.718750      0.95    0.848181      0.952589
recall       0.966790   0.793103      0.95    0.879947      0.950000
f1-score     0.972171   0.754098      0.95    0.863135      0.951090
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.909091  0.966443    0.940053      0.965196
recall       0.992593   0.714286  0.966443    0.853439      0.966443
f1-score     0.981685   0.800000  0.966443    0.890842      0.964614
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 12:31:58.969705,3,4
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966165   0.588235  0.923333    0.777200      0.929632
recall       0.948339   0.689655  0.923333    0.818997      0.923333
f1-score     0.957169   0.634921  0.923333    0.796045      0.926019
support    271.000000  29.000000  0.923333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:33:53.461322,4,1
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966667   0.666667  0.936667    0.816667      0.937667
recall       0.963100   0.689655  0.936667    0.826377      0.936667
f1-score     0.964880   0.677966  0.936667    0.821423      0.937145
support    271.000000  29.000000  0.936667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:35:49.760472,4,2
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966912   0.714286  0.943333    0.840599      0.942491
recall       0.970480   0.689655  0.943333    0.830067      0.943333
f1-score     0.968692   0.701754  0.943333    0.835223      0.942888
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:37:49.189140,4,3
0.998,0.975,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.963504   0.730769  0.943333    0.847136      0.941006
recall       0.974170   0.655172  0.943333    0.814671      0.943333
f1-score     0.968807   0.690909  0.943333    0.829858      0.941944
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964286   1.000000  0.966443    0.982143      0.967641
recall       1.000000   0.642857  0.966443    0.821429      0.966443
f1-score     0.981818   0.782609  0.966443    0.882213      0.963101
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 12:39:43.218366,4,4
0.998,0.975,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.491525       0.9    0.745763      0.950847
recall       0.889299   1.000000       0.9    0.944649      0.900000
f1-score     0.941406   0.659091       0.9    0.800249      0.914116
support    271.000000  29.000000       0.9  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976744   0.550000  0.919463    0.763372      0.936647
recall       0.933333   0.785714  0.919463    0.859524      0.919463
f1-score     0.954545   0.647059  0.919463    0.800802      0.925654
support    135.000000  14.000000  0.919463  149.000000    149.000000",2020-03-20 12:41:36.783605,1,1
0.998,0.975,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.557692  0.923333    0.778846      0.957244
recall       0.915129   1.000000  0.923333    0.957565      0.923333
f1-score     0.955684   0.716049  0.923333    0.835867      0.932519
support    271.000000  29.000000  0.923333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969231   0.526316  0.912752    0.747773      0.927615
recall       0.933333   0.714286  0.912752    0.823810      0.912752
f1-score     0.950943   0.606061  0.912752    0.778502      0.918538
support    135.000000  14.000000  0.912752  149.000000    149.000000",2020-03-20 12:43:30.102099,1,2
0.998,0.975,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.996032   0.583333      0.93    0.789683      0.956138
recall       0.926199   0.965517      0.93    0.945858      0.930000
f1-score     0.959847   0.727273      0.93    0.843560      0.937365
support    271.000000  29.000000      0.93  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969231   0.526316  0.912752    0.747773      0.927615
recall       0.933333   0.714286  0.912752    0.823810      0.912752
f1-score     0.950943   0.606061  0.912752    0.778502      0.918538
support    135.000000  14.000000  0.912752  149.000000    149.000000",2020-03-20 12:45:23.387972,1,3
0.998,0.975,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988462   0.650000  0.943333    0.819231      0.955744
recall       0.948339   0.896552  0.943333    0.922446      0.943333
f1-score     0.967985   0.753623  0.943333    0.860804      0.947263
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969466   0.555556  0.919463    0.762511      0.930575
recall       0.940741   0.714286  0.919463    0.827513      0.919463
f1-score     0.954887   0.625000  0.919463    0.789944      0.923891
support    135.000000  14.000000  0.919463  149.000000    149.000000",2020-03-20 12:47:17.173725,1,4
0.998,0.975,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988142   0.553191      0.92    0.770667      0.946097
recall       0.922509   0.896552      0.92    0.909530      0.920000
f1-score     0.954198   0.684211      0.92    0.819204      0.928100
support    271.000000  29.000000      0.92  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 12:49:15.601874,2,1
